nohup: ignoring input
Device: cuda

=== Epoch 1/100 ===
  Batch 140: Total=0.0867 | loss_classifier: 0.015 | loss_box_reg: 0.012 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 160: Total=0.0872 | loss_classifier: 0.008 | loss_box_reg: 0.018 | loss_mask: 0.061 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 180: Total=0.0904 | loss_classifier: 0.015 | loss_box_reg: 0.020 | loss_mask: 0.050 | loss_objectness: 0.004 | loss_rpn_box_reg: 0.002
  Batch 200: Total=0.0924 | loss_classifier: 0.012 | loss_box_reg: 0.014 | loss_mask: 0.066 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 220: Total=0.1063 | loss_classifier: 0.021 | loss_box_reg: 0.027 | loss_mask: 0.057 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.001
  Batch 240: Total=0.1141 | loss_classifier: 0.018 | loss_box_reg: 0.017 | loss_mask: 0.069 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.008
  Batch 260: Total=0.0716 | loss_classifier: 0.007 | loss_box_reg: 0.011 | loss_mask: 0.053 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 280: Total=0.1252 | loss_classifier: 0.019 | loss_box_reg: 0.038 | loss_mask: 0.067 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 300: Total=0.0805 | loss_classifier: 0.008 | loss_box_reg: 0.016 | loss_mask: 0.057 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 320: Total=0.0859 | loss_classifier: 0.015 | loss_box_reg: 0.009 | loss_mask: 0.061 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 340: Total=0.1044 | loss_classifier: 0.019 | loss_box_reg: 0.020 | loss_mask: 0.063 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.002
  Batch 360: Total=0.1002 | loss_classifier: 0.007 | loss_box_reg: 0.014 | loss_mask: 0.079 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 380: Total=0.0843 | loss_classifier: 0.007 | loss_box_reg: 0.018 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 400: Total=0.0910 | loss_classifier: 0.008 | loss_box_reg: 0.017 | loss_mask: 0.064 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
Epoch 24 | Avg Loss: 0.1151 | LR: 0.000045

=== Epoch 25/100 ===
  Batch 20: Total=0.1523 | loss_classifier: 0.010 | loss_box_reg: 0.026 | loss_mask: 0.106 | loss_objectness: 0.009 | loss_rpn_box_reg: 0.001
  Batch 40: Total=0.0911 | loss_classifier: 0.014 | loss_box_reg: 0.017 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 60: Total=0.1380 | loss_classifier: 0.014 | loss_box_reg: 0.037 | loss_mask: 0.085 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.001
  Batch 80: Total=0.1162 | loss_classifier: 0.006 | loss_box_reg: 0.009 | loss_mask: 0.100 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 100: Total=0.1779 | loss_classifier: 0.020 | loss_box_reg: 0.027 | loss_mask: 0.130 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 120: Total=0.1727 | loss_classifier: 0.028 | loss_box_reg: 0.063 | loss_mask: 0.079 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.001
  Batch 140: Total=0.0784 | loss_classifier: 0.005 | loss_box_reg: 0.011 | loss_mask: 0.062 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 160: Total=0.1565 | loss_classifier: 0.005 | loss_box_reg: 0.026 | loss_mask: 0.046 | loss_objectness: 0.012 | loss_rpn_box_reg: 0.067
  Batch 180: Total=0.1065 | loss_classifier: 0.023 | loss_box_reg: 0.022 | loss_mask: 0.061 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 200: Total=0.1015 | loss_classifier: 0.015 | loss_box_reg: 0.029 | loss_mask: 0.056 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 220: Total=0.1054 | loss_classifier: 0.007 | loss_box_reg: 0.015 | loss_mask: 0.083 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 240: Total=0.1403 | loss_classifier: 0.023 | loss_box_reg: 0.033 | loss_mask: 0.083 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 260: Total=0.0954 | loss_classifier: 0.009 | loss_box_reg: 0.030 | loss_mask: 0.056 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 280: Total=0.1052 | loss_classifier: 0.017 | loss_box_reg: 0.031 | loss_mask: 0.057 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 300: Total=0.0996 | loss_classifier: 0.007 | loss_box_reg: 0.023 | loss_mask: 0.068 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 320: Total=0.0959 | loss_classifier: 0.010 | loss_box_reg: 0.017 | loss_mask: 0.068 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 340: Total=0.1521 | loss_classifier: 0.015 | loss_box_reg: 0.055 | loss_mask: 0.080 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 360: Total=0.0670 | loss_classifier: 0.001 | loss_box_reg: 0.009 | loss_mask: 0.054 | loss_objectness: 0.002 | loss_rpn_box_reg: 0.001
  Batch 380: Total=0.1383 | loss_classifier: 0.008 | loss_box_reg: 0.028 | loss_mask: 0.091 | loss_objectness: 0.009 | loss_rpn_box_reg: 0.001
  Batch 400: Total=0.1215 | loss_classifier: 0.014 | loss_box_reg: 0.024 | loss_mask: 0.072 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.010
Epoch 25 | Avg Loss: 0.1147 | LR: 0.000044

=== Epoch 26/100 ===
  Batch 20: Total=0.0788 | loss_classifier: 0.008 | loss_box_reg: 0.020 | loss_mask: 0.048 | loss_objectness: 0.003 | loss_rpn_box_reg: 0.000
  Batch 40: Total=0.1082 | loss_classifier: 0.007 | loss_box_reg: 0.020 | loss_mask: 0.073 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.008
  Batch 60: Total=0.1011 | loss_classifier: 0.014 | loss_box_reg: 0.012 | loss_mask: 0.074 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 80: Total=0.1461 | loss_classifier: 0.000 | loss_box_reg: 0.011 | loss_mask: 0.088 | loss_objectness: 0.019 | loss_rpn_box_reg: 0.028
  Batch 100: Total=0.1140 | loss_classifier: 0.018 | loss_box_reg: 0.028 | loss_mask: 0.064 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.004
  Batch 120: Total=0.0909 | loss_classifier: 0.004 | loss_box_reg: 0.027 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 140: Total=0.0901 | loss_classifier: 0.013 | loss_box_reg: 0.013 | loss_mask: 0.063 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 160: Total=0.0867 | loss_classifier: 0.013 | loss_box_reg: 0.014 | loss_mask: 0.059 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 180: Total=0.2211 | loss_classifier: 0.040 | loss_box_reg: 0.075 | loss_mask: 0.097 | loss_objectness: 0.002 | loss_rpn_box_reg: 0.007
  Batch 200: Total=0.0822 | loss_classifier: 0.011 | loss_box_reg: 0.011 | loss_mask: 0.059 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 220: Total=0.0905 | loss_classifier: 0.001 | loss_box_reg: 0.013 | loss_mask: 0.067 | loss_objectness: 0.006 | loss_rpn_box_reg: 0.004
  Batch 240: Total=0.1795 | loss_classifier: 0.006 | loss_box_reg: 0.067 | loss_mask: 0.106 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 260: Total=0.1145 | loss_classifier: 0.012 | loss_box_reg: 0.026 | loss_mask: 0.076 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 280: Total=0.0880 | loss_classifier: 0.012 | loss_box_reg: 0.013 | loss_mask: 0.063 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 300: Total=0.0946 | loss_classifier: 0.017 | loss_box_reg: 0.022 | loss_mask: 0.055 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 320: Total=0.1073 | loss_classifier: 0.010 | loss_box_reg: 0.015 | loss_mask: 0.081 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 340: Total=0.0705 | loss_classifier: 0.005 | loss_box_reg: 0.012 | loss_mask: 0.053 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 360: Total=0.1100 | loss_classifier: 0.013 | loss_box_reg: 0.026 | loss_mask: 0.069 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.002
  Batch 380: Total=0.0861 | loss_classifier: 0.009 | loss_box_reg: 0.019 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 400: Total=0.0931 | loss_classifier: 0.009 | loss_box_reg: 0.019 | loss_mask: 0.063 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
Epoch 26 | Avg Loss: 0.1134 | LR: 0.000044

=== Epoch 27/100 ===
  Batch 20: Total=0.1731 | loss_classifier: 0.023 | loss_box_reg: 0.049 | loss_mask: 0.098 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 40: Total=0.0656 | loss_classifier: 0.002 | loss_box_reg: 0.007 | loss_mask: 0.056 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 60: Total=0.0769 | loss_classifier: 0.003 | loss_box_reg: 0.012 | loss_mask: 0.062 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 80: Total=0.0855 | loss_classifier: 0.012 | loss_box_reg: 0.017 | loss_mask: 0.056 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 100: Total=0.0741 | loss_classifier: 0.011 | loss_box_reg: 0.021 | loss_mask: 0.042 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 120: Total=0.1063 | loss_classifier: 0.015 | loss_box_reg: 0.033 | loss_mask: 0.057 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 140: Total=0.0878 | loss_classifier: 0.009 | loss_box_reg: 0.020 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 160: Total=0.0928 | loss_classifier: 0.009 | loss_box_reg: 0.023 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 180: Total=0.0888 | loss_classifier: 0.008 | loss_box_reg: 0.021 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 200: Total=0.0970 | loss_classifier: 0.007 | loss_box_reg: 0.020 | loss_mask: 0.068 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.001
  Batch 220: Total=0.0659 | loss_classifier: 0.004 | loss_box_reg: 0.015 | loss_mask: 0.047 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 240: Total=0.0987 | loss_classifier: 0.010 | loss_box_reg: 0.023 | loss_mask: 0.064 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 260: Total=0.1428 | loss_classifier: 0.018 | loss_box_reg: 0.033 | loss_mask: 0.091 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 280: Total=0.1093 | loss_classifier: 0.006 | loss_box_reg: 0.031 | loss_mask: 0.071 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 300: Total=0.0909 | loss_classifier: 0.013 | loss_box_reg: 0.014 | loss_mask: 0.061 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.003
  Batch 320: Total=0.0857 | loss_classifier: 0.012 | loss_box_reg: 0.023 | loss_mask: 0.050 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 340: Total=0.1192 | loss_classifier: 0.018 | loss_box_reg: 0.018 | loss_mask: 0.082 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 360: Total=0.1075 | loss_classifier: 0.005 | loss_box_reg: 0.006 | loss_mask: 0.094 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.001
  Batch 380: Total=0.0844 | loss_classifier: 0.013 | loss_box_reg: 0.012 | loss_mask: 0.059 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 400: Total=0.0721 | loss_classifier: 0.003 | loss_box_reg: 0.009 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
Epoch 27 | Avg Loss: 0.1068 | LR: 0.000043

=== Epoch 28/100 ===
  Batch 20: Total=0.1529 | loss_classifier: 0.017 | loss_box_reg: 0.037 | loss_mask: 0.097 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 40: Total=0.0788 | loss_classifier: 0.006 | loss_box_reg: 0.019 | loss_mask: 0.053 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 60: Total=0.0756 | loss_classifier: 0.003 | loss_box_reg: 0.010 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 80: Total=0.0985 | loss_classifier: 0.007 | loss_box_reg: 0.030 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 100: Total=0.0713 | loss_classifier: 0.001 | loss_box_reg: 0.013 | loss_mask: 0.057 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 120: Total=0.0691 | loss_classifier: 0.006 | loss_box_reg: 0.006 | loss_mask: 0.057 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 140: Total=0.0787 | loss_classifier: 0.004 | loss_box_reg: 0.018 | loss_mask: 0.053 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.003
  Batch 160: Total=0.0864 | loss_classifier: 0.010 | loss_box_reg: 0.022 | loss_mask: 0.053 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 180: Total=0.1353 | loss_classifier: 0.023 | loss_box_reg: 0.040 | loss_mask: 0.072 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 200: Total=0.1157 | loss_classifier: 0.015 | loss_box_reg: 0.025 | loss_mask: 0.075 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 220: Total=0.0768 | loss_classifier: 0.006 | loss_box_reg: 0.009 | loss_mask: 0.062 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 240: Total=0.1174 | loss_classifier: 0.022 | loss_box_reg: 0.023 | loss_mask: 0.072 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 260: Total=0.0960 | loss_classifier: 0.004 | loss_box_reg: 0.021 | loss_mask: 0.069 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.003
  Batch 280: Total=0.0600 | loss_classifier: 0.005 | loss_box_reg: 0.014 | loss_mask: 0.040 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 300: Total=0.0653 | loss_classifier: 0.004 | loss_box_reg: 0.013 | loss_mask: 0.046 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 320: Total=0.0999 | loss_classifier: 0.008 | loss_box_reg: 0.029 | loss_mask: 0.062 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 340: Total=0.0749 | loss_classifier: 0.002 | loss_box_reg: 0.012 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 360: Total=0.0857 | loss_classifier: 0.005 | loss_box_reg: 0.013 | loss_mask: 0.067 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 380: Total=0.1020 | loss_classifier: 0.008 | loss_box_reg: 0.036 | loss_mask: 0.056 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 400: Total=0.0915 | loss_classifier: 0.009 | loss_box_reg: 0.013 | loss_mask: 0.069 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
Epoch 28 | Avg Loss: 0.1023 | LR: 0.000042

=== Epoch 29/100 ===
  Batch 20: Total=0.1364 | loss_classifier: 0.005 | loss_box_reg: 0.009 | loss_mask: 0.109 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.013
  Batch 40: Total=0.1237 | loss_classifier: 0.008 | loss_box_reg: 0.004 | loss_mask: 0.084 | loss_objectness: 0.014 | loss_rpn_box_reg: 0.014
  Batch 60: Total=0.1070 | loss_classifier: 0.010 | loss_box_reg: 0.019 | loss_mask: 0.075 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.002
  Batch 80: Total=0.0830 | loss_classifier: 0.004 | loss_box_reg: 0.010 | loss_mask: 0.066 | loss_objectness: 0.003 | loss_rpn_box_reg: 0.000
  Batch 100: Total=0.0668 | loss_classifier: 0.006 | loss_box_reg: 0.014 | loss_mask: 0.046 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 120: Total=0.1318 | loss_classifier: 0.022 | loss_box_reg: 0.045 | loss_mask: 0.064 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 140: Total=0.1075 | loss_classifier: 0.011 | loss_box_reg: 0.031 | loss_mask: 0.063 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 160: Total=0.0741 | loss_classifier: 0.006 | loss_box_reg: 0.013 | loss_mask: 0.055 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 180: Total=0.1661 | loss_classifier: 0.020 | loss_box_reg: 0.061 | loss_mask: 0.084 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 200: Total=0.0801 | loss_classifier: 0.010 | loss_box_reg: 0.011 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 220: Total=0.0851 | loss_classifier: 0.006 | loss_box_reg: 0.016 | loss_mask: 0.054 | loss_objectness: 0.002 | loss_rpn_box_reg: 0.006
  Batch 240: Total=0.1402 | loss_classifier: 0.024 | loss_box_reg: 0.027 | loss_mask: 0.084 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.004
  Batch 260: Total=0.1061 | loss_classifier: 0.025 | loss_box_reg: 0.019 | loss_mask: 0.061 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 280: Total=0.1078 | loss_classifier: 0.006 | loss_box_reg: 0.026 | loss_mask: 0.068 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.007
  Batch 300: Total=0.1435 | loss_classifier: 0.022 | loss_box_reg: 0.052 | loss_mask: 0.067 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.002
  Batch 320: Total=0.0761 | loss_classifier: 0.015 | loss_box_reg: 0.014 | loss_mask: 0.046 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 340: Total=0.0859 | loss_classifier: 0.007 | loss_box_reg: 0.020 | loss_mask: 0.057 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 360: Total=0.1695 | loss_classifier: 0.007 | loss_box_reg: 0.065 | loss_mask: 0.091 | loss_objectness: 0.005 | loss_rpn_box_reg: 0.001
  Batch 380: Total=0.1044 | loss_classifier: 0.010 | loss_box_reg: 0.016 | loss_mask: 0.075 | loss_objectness: 0.001 | loss_rpn_box_reg: 0.001
  Batch 400: Total=0.0887 | loss_classifier: 0.006 | loss_box_reg: 0.008 | loss_mask: 0.075 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
Epoch 29 | Avg Loss: 0.1031 | LR: 0.000042

=== Epoch 30/100 ===
  Batch 20: Total=0.0870 | loss_classifier: 0.014 | loss_box_reg: 0.015 | loss_mask: 0.057 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 40: Total=0.0976 | loss_classifier: 0.012 | loss_box_reg: 0.011 | loss_mask: 0.075 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 60: Total=0.1018 | loss_classifier: 0.006 | loss_box_reg: 0.033 | loss_mask: 0.062 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 80: Total=0.0812 | loss_classifier: 0.008 | loss_box_reg: 0.017 | loss_mask: 0.056 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 100: Total=0.0843 | loss_classifier: 0.012 | loss_box_reg: 0.015 | loss_mask: 0.055 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.003
  Batch 120: Total=0.0790 | loss_classifier: 0.003 | loss_box_reg: 0.021 | loss_mask: 0.054 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 140: Total=0.0948 | loss_classifier: 0.017 | loss_box_reg: 0.020 | loss_mask: 0.056 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 160: Total=0.0764 | loss_classifier: 0.006 | loss_box_reg: 0.008 | loss_mask: 0.062 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 180: Total=0.0842 | loss_classifier: 0.007 | loss_box_reg: 0.023 | loss_mask: 0.054 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 200: Total=0.0784 | loss_classifier: 0.007 | loss_box_reg: 0.012 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 220: Total=0.0888 | loss_classifier: 0.006 | loss_box_reg: 0.017 | loss_mask: 0.066 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 240: Total=0.0745 | loss_classifier: 0.006 | loss_box_reg: 0.015 | loss_mask: 0.053 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 260: Total=0.0697 | loss_classifier: 0.008 | loss_box_reg: 0.010 | loss_mask: 0.052 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 280: Total=0.1915 | loss_classifier: 0.041 | loss_box_reg: 0.071 | loss_mask: 0.078 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 300: Total=0.0617 | loss_classifier: 0.005 | loss_box_reg: 0.015 | loss_mask: 0.041 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 320: Total=0.0882 | loss_classifier: 0.006 | loss_box_reg: 0.015 | loss_mask: 0.063 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.003
  Batch 340: Total=0.0886 | loss_classifier: 0.009 | loss_box_reg: 0.019 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 360: Total=0.0952 | loss_classifier: 0.022 | loss_box_reg: 0.009 | loss_mask: 0.063 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 380: Total=0.0997 | loss_classifier: 0.006 | loss_box_reg: 0.023 | loss_mask: 0.068 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.002
  Batch 400: Total=0.1144 | loss_classifier: 0.002 | loss_box_reg: 0.024 | loss_mask: 0.088 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
Epoch 30 | Avg Loss: 0.1001 | LR: 0.000041

=== Epoch 31/100 ===
  Batch 20: Total=0.0794 | loss_classifier: 0.009 | loss_box_reg: 0.020 | loss_mask: 0.050 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 40: Total=0.0660 | loss_classifier: 0.003 | loss_box_reg: 0.005 | loss_mask: 0.054 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.003
  Batch 60: Total=0.0674 | loss_classifier: 0.006 | loss_box_reg: 0.010 | loss_mask: 0.052 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 80: Total=0.0905 | loss_classifier: 0.020 | loss_box_reg: 0.010 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 100: Total=0.1261 | loss_classifier: 0.012 | loss_box_reg: 0.014 | loss_mask: 0.100 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 120: Total=0.0770 | loss_classifier: 0.007 | loss_box_reg: 0.007 | loss_mask: 0.062 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 140: Total=0.1862 | loss_classifier: 0.035 | loss_box_reg: 0.060 | loss_mask: 0.086 | loss_objectness: 0.002 | loss_rpn_box_reg: 0.003
  Batch 160: Total=0.0767 | loss_classifier: 0.006 | loss_box_reg: 0.012 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 180: Total=0.1130 | loss_classifier: 0.021 | loss_box_reg: 0.032 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 200: Total=0.1258 | loss_classifier: 0.011 | loss_box_reg: 0.042 | loss_mask: 0.071 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 220: Total=0.0938 | loss_classifier: 0.006 | loss_box_reg: 0.014 | loss_mask: 0.061 | loss_objectness: 0.012 | loss_rpn_box_reg: 0.001
  Batch 240: Total=0.0926 | loss_classifier: 0.015 | loss_box_reg: 0.017 | loss_mask: 0.056 | loss_objectness: 0.003 | loss_rpn_box_reg: 0.002
  Batch 260: Total=0.0899 | loss_classifier: 0.009 | loss_box_reg: 0.026 | loss_mask: 0.053 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 280: Total=0.0685 | loss_classifier: 0.001 | loss_box_reg: 0.006 | loss_mask: 0.061 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 300: Total=0.0583 | loss_classifier: 0.004 | loss_box_reg: 0.007 | loss_mask: 0.047 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 320: Total=0.0907 | loss_classifier: 0.007 | loss_box_reg: 0.012 | loss_mask: 0.064 | loss_objectness: 0.008 | loss_rpn_box_reg: 0.000
  Batch 340: Total=0.0747 | loss_classifier: 0.005 | loss_box_reg: 0.011 | loss_mask: 0.058 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 360: Total=0.0948 | loss_classifier: 0.013 | loss_box_reg: 0.022 | loss_mask: 0.059 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 380: Total=0.0720 | loss_classifier: 0.003 | loss_box_reg: 0.015 | loss_mask: 0.054 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 400: Total=0.1215 | loss_classifier: 0.010 | loss_box_reg: 0.049 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.003
Epoch 31 | Avg Loss: 0.0976 | LR: 0.000041

=== Epoch 32/100 ===
  Batch 20: Total=0.0885 | loss_classifier: 0.012 | loss_box_reg: 0.016 | loss_mask: 0.060 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 40: Total=0.1304 | loss_classifier: 0.009 | loss_box_reg: 0.051 | loss_mask: 0.070 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 60: Total=0.1022 | loss_classifier: 0.013 | loss_box_reg: 0.024 | loss_mask: 0.064 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.001
  Batch 80: Total=0.0853 | loss_classifier: 0.016 | loss_box_reg: 0.015 | loss_mask: 0.054 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 100: Total=0.0997 | loss_classifier: 0.009 | loss_box_reg: 0.038 | loss_mask: 0.052 | loss_objectness: 0.000 | loss_rpn_box_reg: 0.000
  Batch 120: Total=0.1127 | loss_classifier: 0.019 | loss_box_reg: 0.033 | loss_mask: 0.057 | loss_objectness: 0.002 | loss_rpn_box_reg: 0.000
